,Data Cadastro,RA,Casos,Casos Acumulados
793,2020-05-10,Recanto das Emas,7,41
792,2020-05-10,Pôr do Sol,1,9
791,2020-05-10,Plano Piloto,5,332
790,2020-05-10,Planaltina,5,85
797,2020-05-10,Sistema Penitenciário,14,442
788,2020-05-10,Outros Estados,2,67
783,2020-05-10,Itapoã,1,10
786,2020-05-10,Lago Sul,1,120
785,2020-05-10,Lago Norte,2,40
784,2020-05-10,Jardim Botânico,3,48
782,2020-05-10,Gama,7,93
781,2020-05-10,Entorno DF,10,142
780,2020-05-10,Cruzeiro,3,23
779,2020-05-10,Ceilândia,6,109
787,2020-05-10,Não Informado,3,20
778,2020-05-10,Arniqueira,1,11
789,2020-05-10,Paranoá,3,24
798,2020-05-10,Sobradinho,8,61
0,2020-05-10,Vicente Pires,0,49
0,2020-05-10,Varjão,0,2
0,2020-05-10,Sudoeste/Octogonal,0,74
0,2020-05-10,Sobradinho II,0,7
0,2020-05-10,SIA,0,2
0,2020-05-10,Riacho Fundo II,0,17
0,2020-05-10,Riacho Fundo,0,38
0,2020-05-10,Park Way,0,28
0,2020-05-10,Núcleo Bandeirante,0,19
0,2020-05-10,Guará,0,119
0,2020-05-10,Fercal,0,1
0,2020-05-10,Candangolândia,0,10
0,2020-05-10,Brazlândia,0,27
795,2020-05-10,Samambaia,7,117
796,2020-05-10,Santa Maria,5,65
799,2020-05-10,São Sebastião,6,67
800,2020-05-10,Taguatinga,6,122
801,2020-05-10,Águas Claras,7,211
814,2020-05-11,Plano Piloto,6,338
0,2020-05-11,Brazlândia,0,27
0,2020-05-11,Arniqueira,0,11
812,2020-05-11,Paranoá,2,26
802,2020-05-11,Ceilândia,6,115
803,2020-05-11,Cruzeiro,3,26
804,2020-05-11,Entorno DF,13,155
805,2020-05-11,Gama,3,96
806,2020-05-11,Guará,8,127
807,2020-05-11,Lago Norte,4,44
808,2020-05-11,Lago Sul,1,121
813,2020-05-11,Planaltina,1,86
809,2020-05-11,Não Informado,3,23
810,2020-05-11,Núcleo Bandeirante,1,20
811,2020-05-11,Outros Estados,3,70
0,2020-05-11,Candangolândia,0,10
0,2020-05-11,Itapoã,0,10
0,2020-05-11,Fercal,0,1
823,2020-05-11,Sobradinho,6,67
817,2020-05-11,Riacho Fundo,2,40
818,2020-05-11,Riacho Fundo II,1,18
819,2020-05-11,SCIA,1,24
820,2020-05-11,Samambaia,14,131
821,2020-05-11,Santa Maria,2,67
822,2020-05-11,Sistema Penitenciário,2,444
0,2020-05-11,Jardim Botânico,0,48
816,2020-05-11,Recanto das Emas,2,43
824,2020-05-11,São Sebastião,3,70
826,2020-05-11,Vicente Pires,1,50
827,2020-05-11,Águas Claras,4,215
0,2020-05-11,Varjão,0,2
0,2020-05-11,Sudoeste/Octogonal,0,74
0,2020-05-11,Sobradinho II,0,7
0,2020-05-11,SIA,0,2
0,2020-05-11,Park Way,0,28
825,2020-05-11,Taguatinga,10,132
815,2020-05-11,Pôr do Sol,1,10
859,2020-05-12,Águas Claras,6,221
0,2020-05-12,Lago Sul,0,121
858,2020-05-12,Vicente Pires,3,53
850,2020-05-12,Samambaia,4,135
856,2020-05-12,Taguatinga,14,146
828,2020-05-12,Arniqueira,1,12
829,2020-05-12,Brazlândia,1,28
830,2020-05-12,Candangolândia,2,12
831,2020-05-12,Ceilândia,21,136
832,2020-05-12,Cruzeiro,3,29
833,2020-05-12,Entorno DF,13,168
834,2020-05-12,Gama,10,106
835,2020-05-12,Guará,6,133
836,2020-05-12,Itapoã,2,12
837,2020-05-12,Jardim Botânico,7,55
838,2020-05-12,Lago Norte,5,49
839,2020-05-12,Não Informado,12,35
857,2020-05-12,Varjão,1,3
840,2020-05-12,Núcleo Bandeirante,1,21
843,2020-05-12,Planaltina,2,88
844,2020-05-12,Plano Piloto,23,361
845,2020-05-12,Pôr do Sol,4,14
846,2020-05-12,Recanto das Emas,3,46
847,2020-05-12,Riacho Fundo,1,41
848,2020-05-12,Riacho Fundo II,2,20
849,2020-05-12,SCIA,1,25
851,2020-05-12,Santa Maria,3,70
852,2020-05-12,Sistema Penitenciário,15,459
853,2020-05-12,Sobradinho,2,69
854,2020-05-12,Sudoeste/Octogonal,1,75
855,2020-05-12,São Sebastião,5,75
841,2020-05-12,Outros Estados,11,81
842,2020-05-12,Park Way,1,29
0,2020-05-12,Fercal,0,1
0,2020-05-12,SIA,0,2
0,2020-05-12,Sobradinho II,0,7
0,2020-05-12,Paranoá,0,26
880,2020-05-13,Samambaia,12,147
879,2020-05-13,SCIA,1,26
878,2020-05-13,Riacho Fundo II,1,21
877,2020-05-13,Riacho Fundo,6,47
876,2020-05-13,Recanto das Emas,4,50
869,2020-05-13,Lago Norte,4,53
882,2020-05-13,Sistema Penitenciário,8,467
875,2020-05-13,Plano Piloto,14,375
874,2020-05-13,Planaltina,6,94
873,2020-05-13,Paranoá,2,28
872,2020-05-13,Outros Estados,10,91
871,2020-05-13,Não Informado,5,40
870,2020-05-13,Lago Sul,4,125
881,2020-05-13,Santa Maria,6,76
884,2020-05-13,Sudoeste/Octogonal,2,77
0,2020-05-13,Varjão,0,3
0,2020-05-13,Sobradinho II,0,7
0,2020-05-13,SIA,0,2
0,2020-05-13,Pôr do Sol,0,14
0,2020-05-13,Park Way,0,29
0,2020-05-13,Núcleo Bandeirante,0,21
0,2020-05-13,Jardim Botânico,0,55
0,2020-05-13,Arniqueira,0,12
860,2020-05-13,Brazlândia,5,33
861,2020-05-13,Candangolândia,1,13
862,2020-05-13,Ceilândia,18,154
863,2020-05-13,Cruzeiro,1,30
864,2020-05-13,Entorno DF,14,182
865,2020-05-13,Fercal,1,2
866,2020-05-13,Gama,4,110
883,2020-05-13,Sobradinho,10,79
885,2020-05-13,São Sebastião,6,81
886,2020-05-13,Taguatinga,8,154
887,2020-05-13,Vicente Pires,2,55
867,2020-05-13,Guará,6,139
868,2020-05-13,Itapoã,1,13
888,2020-05-13,Águas Claras,5,226
890,2020-05-14,Ceilândia,36,190
920,2020-05-14,Águas Claras,12,238
919,2020-05-14,Vicente Pires,3,58
918,2020-05-14,Taguatinga,25,179
917,2020-05-14,São Sebastião,8,89
916,2020-05-14,Sudoeste/Octogonal,2,79
915,2020-05-14,Sobradinho II,1,8
914,2020-05-14,Sobradinho,8,87
913,2020-05-14,Sistema Penitenciário,11,478
912,2020-05-14,Santa Maria,5,81
911,2020-05-14,Samambaia,33,180
910,2020-05-14,SCIA,1,27
909,2020-05-14,Riacho Fundo,6,53
908,2020-05-14,Recanto das Emas,7,57
907,2020-05-14,Pôr do Sol,2,16
906,2020-05-14,Plano Piloto,42,417
903,2020-05-14,Paranoá,4,32
902,2020-05-14,Outros Estados,16,107
901,2020-05-14,Núcleo Bandeirante,2,23
900,2020-05-14,Não Informado,24,64
899,2020-05-14,Lago Sul,7,132
898,2020-05-14,Lago Norte,6,59
897,2020-05-14,Jardim Botânico,7,62
896,2020-05-14,Itapoã,1,14
895,2020-05-14,Guará,8,147
894,2020-05-14,Gama,14,124
893,2020-05-14,Fercal,1,3
892,2020-05-14,Entorno DF,11,193
891,2020-05-14,Cruzeiro,7,37
889,2020-05-14,Brazlândia,3,36
904,2020-05-14,Park Way,2,31
905,2020-05-14,Planaltina,8,102
0,2020-05-14,Candangolândia,0,13
0,2020-05-14,Riacho Fundo II,0,21
0,2020-05-14,SIA,0,2
0,2020-05-14,Varjão,0,3
0,2020-05-14,Arniqueira,0,12
944,2020-05-15,Riacho Fundo II,1,22
943,2020-05-15,Riacho Fundo,1,54
942,2020-05-15,Recanto das Emas,9,66
941,2020-05-15,Pôr do Sol,3,19
940,2020-05-15,Plano Piloto,30,447
939,2020-05-15,Planaltina,17,119
938,2020-05-15,Park Way,2,33
937,2020-05-15,Paranoá,15,47
936,2020-05-15,Outros Estados,9,116
935,2020-05-15,Núcleo Bandeirante,1,24
934,2020-05-15,Não Informado,4,68
932,2020-05-15,Lago Norte,8,67
945,2020-05-15,SCIA,1,28
931,2020-05-15,Jardim Botânico,6,68
930,2020-05-15,Itapoã,2,16
929,2020-05-15,Guará,14,161
928,2020-05-15,Gama,11,135
927,2020-05-15,Fercal,1,4
926,2020-05-15,Entorno DF,13,206
921,2020-05-15,Arniqueira,1,13
922,2020-05-15,Brazlândia,5,41
923,2020-05-15,Candangolândia,2,15
933,2020-05-15,Lago Sul,2,134
946,2020-05-15,SIA,1,3
948,2020-05-15,Santa Maria,7,88
924,2020-05-15,Ceilândia,60,250
0,2020-05-15,Sobradinho II,0,8
0,2020-05-15,Varjão,0,3
947,2020-05-15,Samambaia,40,220
955,2020-05-15,Águas Claras,16,254
954,2020-05-15,Vicente Pires,8,66
925,2020-05-15,Cruzeiro,6,43
952,2020-05-15,São Sebastião,7,96
949,2020-05-15,Sistema Penitenciário,26,504
950,2020-05-15,Sobradinho,5,92
951,2020-05-15,Sudoeste/Octogonal,3,82
953,2020-05-15,Taguatinga,27,206
969,2020-05-16,Outros Estados,12,128
968,2020-05-16,Núcleo Bandeirante,1,25
967,2020-05-16,Não Informado,24,92
966,2020-05-16,Lago Sul,4,138
965,2020-05-16,Lago Norte,5,72
964,2020-05-16,Jardim Botânico,1,69
962,2020-05-16,Guará,6,167
961,2020-05-16,Gama,17,152
959,2020-05-16,Cruzeiro,3,46
958,2020-05-16,Ceilândia,18,268
957,2020-05-16,Candangolândia,1,16
956,2020-05-16,Brazlândia,1,42
963,2020-05-16,Itapoã,2,18
960,2020-05-16,Entorno DF,27,233
971,2020-05-16,Park Way,4,37
987,2020-05-16,Águas Claras,14,268
984,2020-05-16,São Sebastião,8,104
983,2020-05-16,Sudoeste/Octogonal,9,91
982,2020-05-16,Sobradinho II,1,9
981,2020-05-16,Sobradinho,11,103
980,2020-05-16,Sistema Penitenciário,8,512
979,2020-05-16,Santa Maria,12,100
972,2020-05-16,Planaltina,10,129
978,2020-05-16,Samambaia,18,238
977,2020-05-16,Riacho Fundo II,1,23
976,2020-05-16,Riacho Fundo,1,55
970,2020-05-16,Paranoá,5,52
975,2020-05-16,Recanto das Emas,7,73
974,2020-05-16,Pôr do Sol,3,22
973,2020-05-16,Plano Piloto,22,469
0,2020-05-16,Varjão,0,3
0,2020-05-16,SIA,0,3
0,2020-05-16,SCIA,0,28
0,2020-05-16,Fercal,0,4
0,2020-05-16,Arniqueira,0,13
985,2020-05-16,Taguatinga,18,224
986,2020-05-16,Vicente Pires,2,68
1008,2020-05-17,SCIA,5,33
988,2020-05-17,Arniqueira,2,15
1007,2020-05-17,Riacho Fundo,3,58
1006,2020-05-17,Recanto das Emas,6,79
1005,2020-05-17,Pôr do Sol,1,23
1004,2020-05-17,Plano Piloto,14,483
1003,2020-05-17,Planaltina,8,137
1013,2020-05-17,Sobradinho,10,113
1001,2020-05-17,Paranoá,6,58
1000,2020-05-17,Outros Estados,5,133
999,2020-05-17,Núcleo Bandeirante,3,28
998,2020-05-17,Não Informado,13,105
997,2020-05-17,Lago Sul,1,139
996,2020-05-17,Lago Norte,2,74
995,2020-05-17,Jardim Botânico,1,70
994,2020-05-17,Guará,8,175
993,2020-05-17,Gama,7,159
992,2020-05-17,Entorno DF,15,248
991,2020-05-17,Ceilândia,35,303
990,2020-05-17,Candangolândia,3,19
989,2020-05-17,Brazlândia,6,48
1009,2020-05-17,SIA,1,4
1010,2020-05-17,Samambaia,11,249
1002,2020-05-17,Park Way,2,39
0,2020-05-17,Cruzeiro,0,46
1011,2020-05-17,Santa Maria,7,107
1019,2020-05-17,Águas Claras,8,276
1018,2020-05-17,Vicente Pires,3,71
1017,2020-05-17,Taguatinga,17,241
1016,2020-05-17,São Sebastião,9,113
1012,2020-05-17,Sistema Penitenciário,36,548
1014,2020-05-17,Sobradinho II,3,12
0,2020-05-17,Varjão,0,3
0,2020-05-17,Riacho Fundo II,0,23
0,2020-05-17,Itapoã,0,18
0,2020-05-17,Fercal,0,4
1015,2020-05-17,Sudoeste/Octogonal,2,93
1047,2020-05-18,Vicente Pires,1,72
1046,2020-05-18,Taguatinga,15,256
1045,2020-05-18,São Sebastião,6,119
1044,2020-05-18,Sobradinho,12,125
1041,2020-05-18,Samambaia,23,272
1042,2020-05-18,Santa Maria,11,118
1040,2020-05-18,SCIA,2,35
1039,2020-05-18,Recanto das Emas,4,83
1038,2020-05-18,Pôr do Sol,2,25
1037,2020-05-18,Plano Piloto,20,503
1043,2020-05-18,Sistema Penitenciário,2,550
1048,2020-05-18,Águas Claras,4,280
1032,2020-05-18,Núcleo Bandeirante,1,29
1033,2020-05-18,Outros Estados,10,143
1031,2020-05-18,Não Informado,12,117
1030,2020-05-18,Lago Sul,1,140
1029,2020-05-18,Lago Norte,3,77
1027,2020-05-18,Itapoã,2,20
1026,2020-05-18,Guará,7,182
1025,2020-05-18,Gama,16,175
1024,2020-05-18,Entorno DF,15,263
1023,2020-05-18,Cruzeiro,3,49
1022,2020-05-18,Ceilândia,15,318
1021,2020-05-18,Candangolândia,1,20
1020,2020-05-18,Brazlândia,5,53
1034,2020-05-18,Paranoá,8,66
1028,2020-05-18,Jardim Botânico,2,72
1035,2020-05-18,Park Way,1,40
0,2020-05-18,Arniqueira,0,15
0,2020-05-18,Fercal,0,4
0,2020-05-18,Riacho Fundo,0,58
0,2020-05-18,Riacho Fundo II,0,23
0,2020-05-18,SIA,0,4
0,2020-05-18,Sobradinho II,0,12
0,2020-05-18,Sudoeste/Octogonal,0,93
0,2020-05-18,Varjão,0,3
1036,2020-05-18,Planaltina,9,146
1065,2020-05-19,Plano Piloto,30,533
1064,2020-05-19,Planaltina,16,162
1063,2020-05-19,Paranoá,10,76
1062,2020-05-19,Outros Estados,7,150
1058,2020-05-19,Lago Norte,2,79
1060,2020-05-19,Não Informado,13,130
1059,2020-05-19,Lago Sul,6,146
1066,2020-05-19,Recanto das Emas,8,91
1061,2020-05-19,Núcleo Bandeirante,2,31
1067,2020-05-19,Riacho Fundo,6,64
1072,2020-05-19,Sistema Penitenciário,9,559
1069,2020-05-19,SCIA,1,36
1070,2020-05-19,Samambaia,20,292
1071,2020-05-19,Santa Maria,14,132
1057,2020-05-19,Jardim Botânico,2,74
1073,2020-05-19,Sobradinho,13,138
1074,2020-05-19,Sobradinho II,6,18
1076,2020-05-19,São Sebastião,10,129
1077,2020-05-19,Taguatinga,26,282
1078,2020-05-19,Vicente Pires,7,79
1079,2020-05-19,Águas Claras,12,292
1068,2020-05-19,Riacho Fundo II,1,24
1056,2020-05-19,Guará,20,202
1075,2020-05-19,Sudoeste/Octogonal,4,97
1054,2020-05-19,Entorno DF,21,284
0,2020-05-19,Varjão,0,3
0,2020-05-19,Park Way,0,40
1055,2020-05-19,Gama,18,193
0,2020-05-19,Itapoã,0,20
0,2020-05-19,Pôr do Sol,0,25
0,2020-05-19,SIA,0,4
1049,2020-05-19,Arniqueira,1,16
1050,2020-05-19,Brazlândia,1,54
1051,2020-05-19,Candangolândia,1,21
1052,2020-05-19,Ceilândia,47,365
1053,2020-05-19,Cruzeiro,1,50
0,2020-05-19,Fercal,0,4
1092,2020-05-20,Outros Estados,19,169
1093,2020-05-20,Paranoá,6,82
1095,2020-05-20,Planaltina,14,176
1096,2020-05-20,Plano Piloto,35,568
1097,2020-05-20,Recanto das Emas,6,97
1098,2020-05-20,Riacho Fundo,3,67
1094,2020-05-20,Park Way,3,43
1101,2020-05-20,Santa Maria,12,144
1100,2020-05-20,Samambaia,19,311
1102,2020-05-20,Sistema Penitenciário,24,583
1103,2020-05-20,Sobradinho,13,151
1104,2020-05-20,Sobradinho II,3,21
1105,2020-05-20,Sudoeste/Octogonal,3,100
1106,2020-05-20,São Sebastião,7,136
1107,2020-05-20,Taguatinga,25,307
1108,2020-05-20,Vicente Pires,7,86
1109,2020-05-20,Águas Claras,16,308
1099,2020-05-20,Riacho Fundo II,1,25
1090,2020-05-20,Não Informado,7,137
1091,2020-05-20,Núcleo Bandeirante,3,34
1088,2020-05-20,Lago Norte,1,80
1089,2020-05-20,Lago Sul,6,152
0,2020-05-20,Varjão,0,3
